time,demand
26-07-2019 05,2058.96
26-07-2019 06,1957.40
26-07-2019 07,1821.26
26-07-2019 08,1759.69
26-07-2019 09,1720.00
26-07-2019 10,1781.50
26-07-2019 11,1882.20
26-07-2019 12,2020.24
26-07-2019 13,2111.12
26-07-2019 14,2113.02
26-07-2019 15,2179.04
26-07-2019 16,2305.00
26-07-2019 17,2342.50
26-07-2019 18,2379.52
26-07-2019 19,2385.86
26-07-2019 20,2390.51
26-07-2019 21,2530.00
26-07-2019 22,2435.12
26-07-2019 23,2394.55
26-07-2019 00,2391.65
27-07-2019 01,2349.85
27-07-2019 02,2233.06
27-07-2019 03,2124.11
27-07-2019 04,2049.92
27-07-2019 05,2013.33
27-07-2019 06,1944.20
27-07-2019 07,1840.00
27-07-2019 08,1946.76
27-07-2019 09,2074.97
27-07-2019 10,2170.86
27-07-2019 11,2260.86
27-07-2019 12,2353.47
27-07-2019 13,2419.06
27-07-2019 14,2474.96
27-07-2019 15,2568.95
27-07-2019 16,2660.00
27-07-2019 17,2670.37
27-07-2019 18,2664.11
27-07-2019 19,2642.69
27-07-2019 20,2626.29
27-07-2019 21,2760.00
27-07-2019 22,2642.64
27-07-2019 23,2560.40
27-07-2019 00,2515.52
28-07-2019 01,2417.10
28-07-2019 02,2281.23
28-07-2019 03,2151.86
28-07-2019 04,2072.03
28-07-2019 05,2062.44
28-07-2019 06,2006.62
28-07-2019 07,1920.00
28-07-2019 08,2036.55
28-07-2019 09,2204.61
28-07-2019 10,2281.89
28-07-2019 11,2370.56
28-07-2019 12,2442.26
28-07-2019 13,2510.60
28-07-2019 14,2571.01
28-07-2019 15,2620.54
28-07-2019 16,2700.00
28-07-2019 17,2717.49
28-07-2019 18,2706.23
28-07-2019 19,2657.76
28-07-2019 20,2658.58
28-07-2019 21,2790.00
28-07-2019 22,2677.14
28-07-2019 23,2601.37
28-07-2019 00,2557.99
29-07-2019 01,2443.06
29-07-2019 02,2297.58
29-07-2019 03,2182.03
29-07-2019 04,2105.23
29-07-2019 05,2071.80
29-07-2019 06,2007.67
29-07-2019 07,1920.00
29-07-2019 08,2048.87
29-07-2019 09,2214.24
29-07-2019 10,2293.46
29-07-2019 11,2392.01
29-07-2019 12,2464.21
29-07-2019 13,2514.62
29-07-2019 14,2573.41
29-07-2019 15,2648.03
29-07-2019 16,2700.00
29-07-2019 17,2699.30
29-07-2019 18,2688.08
29-07-2019 19,2684.60
29-07-2019 20,2820.00
29-07-2019 21,2780.58
29-07-2019 22,2684.27
29-07-2019 23,2614.56
29-07-2019 00,2563.48
30-07-2019 01,2449.57
30-07-2019 02,2314.66
30-07-2019 03,2200.35
30-07-2019 04,2118.30
30-07-2019 05,2095.28
30-07-2019 06,2044.05
30-07-2019 07,1930.00
30-07-2019 08,2060.62
30-07-2019 09,2260.94
30-07-2019 10,2364.89
30-07-2019 11,2435.04
30-07-2019 12,2515.58
30-07-2019 13,2586.86
30-07-2019 14,2663.89
30-07-2019 15,2739.75
30-07-2019 16,2775.00
30-07-2019 17,2806.04
30-07-2019 18,2802.96
30-07-2019 19,2789.02
30-07-2019 20,2792.26
30-07-2019 21,2885.00
30-07-2019 22,2790.22
30-07-2019 23,2704.40
30-07-2019 00,2668.35
31-07-2019 01,2564.47
31-07-2019 02,2441.30
31-07-2019 03,2329.98
31-07-2019 04,2250.45
31-07-2019 05,2209.98
31-07-2019 06,2148.36
31-07-2019 07,2030.00
31-07-2019 08,2172.27
31-07-2019 09,2396.87
31-07-2019 10,2508.83
31-07-2019 11,2608.70
31-07-2019 12,2687.99
31-07-2019 13,2762.46
31-07-2019 14,2856.38
31-07-2019 15,2925.64
31-07-2019 16,2990.00
31-07-2019 17,2994.99
31-07-2019 18,2982.02
31-07-2019 19,2953.37
31-07-2019 20,2925.75
31-07-2019 21,3010.00
31-07-2019 22,2903.11
31-07-2019 23,2806.58
31-07-2019 00,2754.44
01-08-2019 01,2667.18
01-08-2019 02,2558.84
01-08-2019 03,2407.04
01-08-2019 04,2305.91
01-08-2019 05,2272.23
01-08-2019 06,2207.03
01-08-2019 07,2110.00
01-08-2019 08,2203.70
01-08-2019 09,2378.88
01-08-2019 10,2473.11
01-08-2019 11,2576.68
01-08-2019 12,2646.28
01-08-2019 13,2725.78
01-08-2019 14,2780.00
01-08-2019 15,2847.48
01-08-2019 16,2925.00
01-08-2019 17,2933.45
01-08-2019 18,2897.93
01-08-2019 19,2814.48
01-08-2019 20,2870.00
01-08-2019 21,2829.87
01-08-2019 22,2723.51
01-08-2019 23,2618.59
01-08-2019 00,2554.65
02-08-2019 01,2470.32
02-08-2019 02,2366.39
02-08-2019 03,2244.54
02-08-2019 04,2159.55
02-08-2019 05,2118.54
02-08-2019 06,2026.99
02-08-2019 07,1882.55
02-08-2019 08,1830.31
02-08-2019 09,1810.00
02-08-2019 10,1851.22
02-08-2019 11,1929.82
02-08-2019 12,2042.48
02-08-2019 13,2128.25
02-08-2019 14,2129.88
02-08-2019 15,2229.36
02-08-2019 16,2350.00
02-08-2019 17,2405.73
02-08-2019 18,2427.50
02-08-2019 19,2396.99
02-08-2019 20,2435.16
02-08-2019 21,2570.00
02-08-2019 22,2474.30
02-08-2019 23,2457.67
02-08-2019 00,2437.95
03-08-2019 01,2352.13
03-08-2019 02,2248.00
03-08-2019 03,2142.50
03-08-2019 04,2063.08
03-08-2019 05,2032.78
03-08-2019 06,1977.28
03-08-2019 07,1850.00
03-08-2019 08,1976.60
03-08-2019 09,2092.61
03-08-2019 10,2180.68
03-08-2019 11,2296.62
03-08-2019 12,2377.36
03-08-2019 13,2444.45
03-08-2019 14,2501.71
03-08-2019 15,2584.31
03-08-2019 16,2680.00
03-08-2019 17,2691.82
03-08-2019 18,2692.24
03-08-2019 19,2638.87
03-08-2019 20,2775.00
03-08-2019 21,2746.16
03-08-2019 22,2657.37
03-08-2019 23,2611.36
03-08-2019 00,2546.83
04-08-2019 01,2424.46
04-08-2019 02,2297.71
04-08-2019 03,2190.65
04-08-2019 04,2116.95
04-08-2019 05,2096.18
04-08-2019 06,2045.56
04-08-2019 07,1960.00
04-08-2019 08,2085.29
04-08-2019 09,2279.15
04-08-2019 10,2377.36
04-08-2019 11,2434.32
04-08-2019 12,2526.64
04-08-2019 13,2608.22
04-08-2019 14,2681.60
04-08-2019 15,2768.43
04-08-2019 16,2850.00
04-08-2019 17,2847.45
04-08-2019 18,2824.51
04-08-2019 19,2788.30
04-08-2019 20,2880.00
04-08-2019 21,2844.66
04-08-2019 22,2741.85
04-08-2019 23,2689.09
04-08-2019 00,2612.86
05-08-2019 01,2525.68
05-08-2019 02,2394.54
05-08-2019 03,2264.43
05-08-2019 04,2185.41
05-08-2019 05,2154.66
05-08-2019 06,2106.10
05-08-2019 07,2020.00
05-08-2019 08,2127.32
05-08-2019 09,2300.88
05-08-2019 10,2379.33
05-08-2019 11,2475.00
05-08-2019 12,2572.98
05-08-2019 13,2644.57
05-08-2019 14,2710.24
05-08-2019 15,2814.02
05-08-2019 16,2860.00
05-08-2019 17,2863.42
05-08-2019 18,2861.38
05-08-2019 19,2811.24
05-08-2019 20,2811.64
05-08-2019 21,2940.00
05-08-2019 22,2782.33
05-08-2019 23,2703.79
05-08-2019 00,2660.83
06-08-2019 01,2581.53
06-08-2019 02,2435.60
06-08-2019 03,2346.00
06-08-2019 04,2269.10
06-08-2019 05,2236.16
06-08-2019 06,2154.50
06-08-2019 07,2025.00
06-08-2019 08,2150.33
06-08-2019 09,2308.42
06-08-2019 10,2390.49
06-08-2019 11,2445.53
06-08-2019 12,2483.57
06-08-2019 13,2578.63
06-08-2019 14,2638.45
06-08-2019 15,2676.95
06-08-2019 16,2720.00
06-08-2019 17,2742.07
06-08-2019 18,2753.93
06-08-2019 19,2696.88
06-08-2019 20,2701.91
06-08-2019 21,2800.00
06-08-2019 22,2652.74
06-08-2019 23,2601.71
06-08-2019 00,2606.35
07-08-2019 01,2521.07
07-08-2019 02,2389.53
07-08-2019 03,2269.61
07-08-2019 04,2189.23
07-08-2019 05,2150.57
07-08-2019 06,2097.34
07-08-2019 07,1990.00
07-08-2019 08,2102.21
07-08-2019 09,2283.71
07-08-2019 10,2352.71
07-08-2019 11,2446.63
07-08-2019 12,2504.23
07-08-2019 13,2541.51
07-08-2019 14,2592.21
07-08-2019 15,2668.87
07-08-2019 16,2730.00
07-08-2019 17,2724.21
07-08-2019 18,2726.20
07-08-2019 19,2661.39
07-08-2019 20,2677.55
07-08-2019 21,2780.00
07-08-2019 22,2649.12
07-08-2019 23,2596.61
07-08-2019 00,2570.48
08-08-2019 01,2459.70
08-08-2019 02,2317.61
08-08-2019 03,2201.10
08-08-2019 04,2122.61
08-08-2019 05,2095.57
08-08-2019 06,2022.85
08-08-2019 07,1900.00
08-08-2019 08,2001.61
08-08-2019 09,2143.38
08-08-2019 10,2234.37
08-08-2019 11,2317.43
08-08-2019 12,2388.98
08-08-2019 13,2440.72
08-08-2019 14,2475.70
08-08-2019 15,2508.25
08-08-2019 16,2550.00
08-08-2019 17,2594.47
08-08-2019 18,2609.93
08-08-2019 19,2581.99
08-08-2019 20,2740.00
08-08-2019 21,2698.07
08-08-2019 22,2611.77
08-08-2019 23,2567.02
08-08-2019 00,2552.65
09-08-2019 01,2464.55
09-08-2019 02,2317.64
09-08-2019 03,2193.16
09-08-2019 04,2102.09
09-08-2019 05,2034.55
09-08-2019 06,1968.98
09-08-2019 07,1839.27
09-08-2019 08,1784.27
09-08-2019 09,1730.00
09-08-2019 10,1824.30
09-08-2019 11,1895.40
09-08-2019 12,2012.48
09-08-2019 13,2112.96
09-08-2019 14,2083.14
09-08-2019 15,2181.72
09-08-2019 16,2290.00
09-08-2019 17,2329.11
09-08-2019 18,2365.31
09-08-2019 19,2358.43
09-08-2019 20,2431.49
09-08-2019 21,2540.00
09-08-2019 22,2457.15
09-08-2019 23,2433.75
09-08-2019 00,2409.49
10-08-2019 01,2357.46
10-08-2019 02,2251.03
10-08-2019 03,2122.75
10-08-2019 04,2040.75
10-08-2019 05,1998.68
10-08-2019 06,1898.48
10-08-2019 07,1734.77
10-08-2019 08,1660.00
10-08-2019 09,1668.00
10-08-2019 10,1701.86
10-08-2019 11,1777.31
10-08-2019 12,1861.44
10-08-2019 13,1969.78
10-08-2019 14,2049.48
10-08-2019 15,2119.25
10-08-2019 16,2220.00
10-08-2019 17,2269.66
10-08-2019 18,2364.02
10-08-2019 19,2426.31
10-08-2019 20,2506.34
10-08-2019 21,2635.00
10-08-2019 22,2573.84
10-08-2019 23,2521.08
10-08-2019 00,2473.46
11-08-2019 01,2423.57
11-08-2019 02,2293.43
11-08-2019 03,2152.72
11-08-2019 04,2038.58
11-08-2019 05,1980.05
11-08-2019 06,1963.20
11-08-2019 07,1900.15
11-08-2019 08,1784.45
11-08-2019 09,1730.00
11-08-2019 10,1730.48
11-08-2019 11,1739.73
11-08-2019 12,1756.56
11-08-2019 13,1791.46
11-08-2019 14,1839.24
11-08-2019 15,1883.78
11-08-2019 16,2020.00
11-08-2019 17,2061.57
11-08-2019 18,2110.40
11-08-2019 19,2137.87
11-08-2019 20,2330.00
11-08-2019 21,2303.57
11-08-2019 22,2255.49
11-08-2019 23,2224.86
11-08-2019 00,2197.36
12-08-2019 01,2140.38
12-08-2019 02,2057.27
12-08-2019 03,1964.10
12-08-2019 04,1876.06
12-08-2019 05,1848.62
12-08-2019 06,1808.65
12-08-2019 07,1680.32
12-08-2019 08,1645.93
12-08-2019 09,1625.00
12-08-2019 10,1663.22
12-08-2019 11,1730.68
12-08-2019 12,1799.32
12-08-2019 13,1876.92
12-08-2019 14,1954.10
12-08-2019 15,2020.25
12-08-2019 16,2120.00
12-08-2019 17,2177.57
12-08-2019 18,2225.25
12-08-2019 19,2226.56
12-08-2019 20,2390.00
12-08-2019 21,2369.05
12-08-2019 22,2307.58
12-08-2019 23,2276.32
12-08-2019 00,2240.70
13-08-2019 01,2193.35
13-08-2019 02,2111.62
13-08-2019 03,2020.66
13-08-2019 04,1958.02
13-08-2019 05,1927.39
13-08-2019 06,1865.99
13-08-2019 07,1739.88
13-08-2019 08,1718.67
13-08-2019 09,1710.00
13-08-2019 10,1748.16
13-08-2019 11,1813.16
13-08-2019 12,1895.26
13-08-2019 13,1989.82
13-08-2019 14,2056.73
13-08-2019 15,2131.70
13-08-2019 16,2230.00
13-08-2019 17,2280.85
13-08-2019 18,2319.49
13-08-2019 19,2317.40
13-08-2019 20,2490.00
13-08-2019 21,2454.27
13-08-2019 22,2404.23
13-08-2019 23,2362.48
13-08-2019 00,2319.36
14-08-2019 01,2251.92
14-08-2019 02,2178.96
14-08-2019 03,2101.83
14-08-2019 04,2021.49
14-08-2019 05,1985.79
14-08-2019 06,1926.89
14-08-2019 07,1820.77
14-08-2019 08,1790.00
14-08-2019 09,1809.79
14-08-2019 10,1862.73
14-08-2019 11,1941.09
14-08-2019 12,2018.26
14-08-2019 13,2105.44
14-08-2019 14,2187.04
14-08-2019 15,2263.80
14-08-2019 16,2370.00
14-08-2019 17,2406.56
14-08-2019 18,2413.03
14-08-2019 19,2394.74
14-08-2019 20,2570.00
14-08-2019 21,2517.39
14-08-2019 22,2444.72
14-08-2019 23,2396.46
14-08-2019 00,2355.28
15-08-2019 01,2292.13
15-08-2019 02,2212.69
15-08-2019 03,2101.78
15-08-2019 04,2037.22
15-08-2019 05,1986.26
15-08-2019 06,1947.62
15-08-2019 07,1850.00
15-08-2019 08,1924.02
15-08-2019 09,2039.95
15-08-2019 10,2122.37
15-08-2019 11,2219.24
15-08-2019 12,2285.40
15-08-2019 13,2315.71
15-08-2019 14,2408.61
15-08-2019 15,2483.37
15-08-2019 16,2520.00
15-08-2019 17,2561.29
15-08-2019 18,2541.72
15-08-2019 19,2505.75
15-08-2019 20,2660.00
15-08-2019 21,2613.17
15-08-2019 22,2537.02
15-08-2019 23,2479.84
15-08-2019 00,2441.62
16-08-2019 01,2365.65
16-08-2019 02,2251.04
16-08-2019 03,2155.14
16-08-2019 04,2076.14
16-08-2019 05,2047.13
16-08-2019 06,1986.25
16-08-2019 07,1835.82
16-08-2019 08,1760.00
16-08-2019 09,1792.79
16-08-2019 10,1833.26
16-08-2019 11,1932.04
16-08-2019 12,2054.64
16-08-2019 13,2124.44
16-08-2019 14,2136.50
16-08-2019 15,2234.47
16-08-2019 16,2340.00
16-08-2019 17,2397.91
16-08-2019 18,2406.78
16-08-2019 19,2390.82
16-08-2019 20,2550.00
16-08-2019 21,2523.89
16-08-2019 22,2466.07
16-08-2019 23,2426.23
16-08-2019 00,2418.44
17-08-2019 01,2365.88
17-08-2019 02,2253.99
17-08-2019 03,2144.14
17-08-2019 04,2065.77
17-08-2019 05,2039.19
17-08-2019 06,1999.44
17-08-2019 07,1870.00
17-08-2019 08,1973.57
17-08-2019 09,2108.04
17-08-2019 10,2213.82
17-08-2019 11,2310.31
17-08-2019 12,2390.14
17-08-2019 13,2461.92
17-08-2019 14,2535.93
17-08-2019 15,2620.54
17-08-2019 16,2710.00
17-08-2019 17,2715.15
17-08-2019 18,2709.57
17-08-2019 19,2631.37
17-08-2019 20,2770.00
17-08-2019 21,2725.68
17-08-2019 22,2629.50
17-08-2019 23,2613.94
17-08-2019 00,2566.96
18-08-2019 01,2440.55
18-08-2019 02,2326.62
18-08-2019 03,2207.69
18-08-2019 04,2121.74
18-08-2019 05,2110.61
18-08-2019 06,2086.68
18-08-2019 07,1970.00
18-08-2019 08,2092.98
18-08-2019 09,2236.30
18-08-2019 10,2338.44
18-08-2019 11,2414.42
18-08-2019 12,2480.12
18-08-2019 13,2537.65
18-08-2019 14,2570.88
18-08-2019 15,2667.41
18-08-2019 16,2720.00
18-08-2019 17,2734.58
18-08-2019 18,2690.87
18-08-2019 19,2643.35
18-08-2019 20,2750.00
18-08-2019 21,2709.68
18-08-2019 22,2617.11
18-08-2019 23,2595.37
18-08-2019 00,2525.73
19-08-2019 01,2426.04
19-08-2019 02,2292.53
19-08-2019 03,2181.98
19-08-2019 04,2104.21
19-08-2019 05,2085.20
19-08-2019 06,2057.75
19-08-2019 07,1920.00
19-08-2019 08,2066.42
19-08-2019 09,2215.40
19-08-2019 10,2279.98
19-08-2019 11,2338.20
19-08-2019 12,2409.39
19-08-2019 13,2483.63
19-08-2019 14,2537.98
19-08-2019 15,2610.79
19-08-2019 16,2660.00
19-08-2019 17,2675.09
19-08-2019 18,2671.21
19-08-2019 19,2642.73
19-08-2019 20,2770.00
19-08-2019 21,2725.52
19-08-2019 22,2618.68
19-08-2019 23,2584.43
19-08-2019 00,2520.63
20-08-2019 01,2414.40
20-08-2019 02,2263.96
20-08-2019 03,2138.59
20-08-2019 04,2048.95
20-08-2019 05,2046.42
20-08-2019 06,2013.08
20-08-2019 07,1900.00
20-08-2019 08,2038.67
20-08-2019 09,2165.94
20-08-2019 10,2239.14
20-08-2019 11,2309.35
20-08-2019 12,2352.06
20-08-2019 13,2450.19
20-08-2019 14,2498.10
20-08-2019 15,2571.29
20-08-2019 16,2650.00
20-08-2019 17,2671.87
20-08-2019 18,2686.49
20-08-2019 19,2622.34
20-08-2019 20,2755.00
20-08-2019 21,2710.49
20-08-2019 22,2602.09
20-08-2019 23,2545.74
20-08-2019 00,2494.11
21-08-2019 01,2385.20
21-08-2019 02,2272.41
21-08-2019 03,2154.80
21-08-2019 04,2078.34
21-08-2019 05,2067.44
21-08-2019 06,2031.74
21-08-2019 07,1920.00
21-08-2019 08,2050.50
21-08-2019 09,2204.96
21-08-2019 10,2301.85
21-08-2019 11,2343.61
21-08-2019 12,2413.34
21-08-2019 13,2467.00
21-08-2019 14,2522.15
21-08-2019 15,2601.46
21-08-2019 16,2670.00
21-08-2019 17,2665.00
21-08-2019 18,2638.48
21-08-2019 19,2579.52
21-08-2019 20,2730.00
21-08-2019 21,2682.36
21-08-2019 22,2573.38
21-08-2019 23,2526.63
21-08-2019 00,2457.20
22-08-2019 01,2359.32
22-08-2019 02,2235.86
22-08-2019 03,2139.94
22-08-2019 04,2047.50
22-08-2019 05,2043.43
22-08-2019 06,2026.39
22-08-2019 07,1930.00
22-08-2019 08,2046.18
22-08-2019 09,2192.09
22-08-2019 10,2272.21
22-08-2019 11,2362.42
22-08-2019 12,2440.94
22-08-2019 13,2522.56
22-08-2019 14,2587.63
22-08-2019 15,2664.72
22-08-2019 16,2710.00
22-08-2019 17,2703.22
22-08-2019 18,2678.23
22-08-2019 19,2671.17
22-08-2019 20,2810.00
22-08-2019 21,2733.61
22-08-2019 22,2625.30
22-08-2019 23,2546.57
22-08-2019 00,2496.77
23-08-2019 01,2421.61
23-08-2019 02,2317.39
23-08-2019 03,2196.52
23-08-2019 04,2104.73
23-08-2019 05,2060.67
23-08-2019 06,2014.93
23-08-2019 07,1878.14
23-08-2019 08,1823.94
23-08-2019 09,1790.00
23-08-2019 10,1878.25
23-08-2019 11,1978.08
23-08-2019 12,2113.81
23-08-2019 13,2203.61
23-08-2019 14,2235.96
23-08-2019 15,2309.15
23-08-2019 16,2450.00
23-08-2019 17,2487.54
23-08-2019 18,2488.97
23-08-2019 19,2426.77
23-08-2019 20,2580.00
23-08-2019 21,2549.64
23-08-2019 22,2520.57
23-08-2019 23,2546.94
23-08-2019 00,2529.95
24-08-2019 01,2481.40
24-08-2019 02,2381.23
24-08-2019 03,2267.93
24-08-2019 04,2166.40
24-08-2019 05,2139.09
24-08-2019 06,2087.57
24-08-2019 07,1950.00
24-08-2019 08,2048.39
24-08-2019 09,2180.27
24-08-2019 10,2287.87
24-08-2019 11,2384.86
24-08-2019 12,2497.94
24-08-2019 13,2604.00
24-08-2019 14,2671.15
24-08-2019 15,2782.82
24-08-2019 16,2880.00
24-08-2019 17,2876.39
24-08-2019 18,2864.79
24-08-2019 19,2798.60
24-08-2019 20,2940.00
24-08-2019 21,2880.14
24-08-2019 22,2785.95
24-08-2019 23,2752.39
24-08-2019 00,2694.13
25-08-2019 01,2583.25
25-08-2019 02,2432.32
25-08-2019 03,2303.94
25-08-2019 04,2205.18
25-08-2019 05,2183.44
25-08-2019 06,2155.80
25-08-2019 07,2040.00
25-08-2019 08,2178.62
25-08-2019 09,2342.12
25-08-2019 10,2411.75
25-08-2019 11,2492.16
25-08-2019 12,2579.82
25-08-2019 13,2653.51
25-08-2019 14,2701.70
25-08-2019 15,2774.77
25-08-2019 16,2840.00
25-08-2019 17,2872.14
25-08-2019 18,2860.42
25-08-2019 19,2774.12
25-08-2019 20,2860.00
25-08-2019 21,2813.88
25-08-2019 22,2700.16
25-08-2019 23,2648.13
25-08-2019 00,2597.03
26-08-2019 01,2491.91
26-08-2019 02,2360.20
26-08-2019 03,2238.22
26-08-2019 04,2157.41
26-08-2019 05,2136.43
26-08-2019 06,2109.04
26-08-2019 07,2010.00
26-08-2019 08,2114.19
26-08-2019 09,2266.78
26-08-2019 10,2407.75
26-08-2019 11,2494.28
26-08-2019 12,2552.22
26-08-2019 13,2594.95
26-08-2019 14,2661.86
26-08-2019 15,2720.78
26-08-2019 16,2750.00
26-08-2019 17,2771.24
26-08-2019 18,2760.81
26-08-2019 19,2689.32
26-08-2019 20,2805.00
26-08-2019 21,2767.66
26-08-2019 22,2695.89
26-08-2019 23,2678.95
26-08-2019 00,2630.24
27-08-2019 01,2532.98
27-08-2019 02,2386.09
27-08-2019 03,2280.69
27-08-2019 04,2186.24
27-08-2019 05,2164.73
27-08-2019 06,2129.25
27-08-2019 07,2020.00
27-08-2019 08,2148.94
27-08-2019 09,2328.88
27-08-2019 10,2454.41
27-08-2019 11,2523.98
27-08-2019 12,2621.20
27-08-2019 13,2698.08
27-08-2019 14,2774.33
27-08-2019 15,2855.61
27-08-2019 16,2910.00
27-08-2019 17,2921.32
27-08-2019 18,2908.78
27-08-2019 19,2840.43
27-08-2019 20,2970.00
27-08-2019 21,2908.11
27-08-2019 22,2799.67
27-08-2019 23,2746.59
27-08-2019 00,2676.16
28-08-2019 01,2574.13
28-08-2019 02,2446.55
28-08-2019 03,2339.56
28-08-2019 04,2244.18
28-08-2019 05,2204.35
28-08-2019 06,2192.04
28-08-2019 07,2090.00
28-08-2019 08,2234.10
28-08-2019 09,2393.58
28-08-2019 10,2483.03
28-08-2019 11,2558.11
28-08-2019 12,2639.72
28-08-2019 13,2725.56
28-08-2019 14,2781.92
28-08-2019 15,2882.90
28-08-2019 16,2920.00
28-08-2019 17,2939.28
28-08-2019 18,2914.79
28-08-2019 19,2827.45
28-08-2019 20,2940.00
28-08-2019 21,2858.61
28-08-2019 22,2761.40
28-08-2019 23,2728.97
28-08-2019 00,2656.00
29-08-2019 01,2562.62
29-08-2019 02,2421.26
29-08-2019 03,2302.52
29-08-2019 04,2230.92
29-08-2019 05,2208.36
29-08-2019 06,2184.55
29-08-2019 07,2050.00
29-08-2019 08,2187.40
29-08-2019 09,2358.63
29-08-2019 10,2456.89
29-08-2019 11,2547.29
29-08-2019 12,2634.50
29-08-2019 13,2709.50
29-08-2019 14,2751.55
29-08-2019 15,2823.57
29-08-2019 16,2855.00
29-08-2019 17,2868.60
29-08-2019 18,2837.94
29-08-2019 19,2773.83
29-08-2019 20,2870.00
29-08-2019 21,2783.83
29-08-2019 22,2663.04
29-08-2019 23,2612.32
29-08-2019 00,2551.62
30-08-2019 01,2464.25
30-08-2019 02,2340.79
30-08-2019 03,2226.93
30-08-2019 04,2131.52
30-08-2019 05,2093.55
30-08-2019 06,2060.75
30-08-2019 07,1928.37
30-08-2019 08,1830.00
30-08-2019 09,1860.52
30-08-2019 10,1892.46
30-08-2019 11,1963.61
30-08-2019 12,2074.97
30-08-2019 13,2139.90
30-08-2019 14,2127.36
30-08-2019 15,2226.29
30-08-2019 16,2340.00
30-08-2019 17,2395.57
30-08-2019 18,2410.09
30-08-2019 19,2385.87
30-08-2019 20,2560.00
30-08-2019 21,2509.34
30-08-2019 22,2433.66
30-08-2019 23,2409.35
30-08-2019 00,2371.48
31-08-2019 01,2287.40
31-08-2019 02,2168.28
31-08-2019 03,2077.07
31-08-2019 04,2013.67
31-08-2019 05,1975.12
31-08-2019 06,1963.03
31-08-2019 07,1850.00
31-08-2019 08,1875.87
31-08-2019 09,1926.12
31-08-2019 10,2004.79
31-08-2019 11,2138.70
31-08-2019 12,2224.98
31-08-2019 13,2309.30
31-08-2019 14,2382.20
31-08-2019 15,2446.74
31-08-2019 16,2580.00
31-08-2019 17,2632.07
31-08-2019 18,2645.17
31-08-2019 19,2630.45
31-08-2019 20,2840.00
31-08-2019 21,2792.87
31-08-2019 22,2707.40
31-08-2019 23,2677.13
31-08-2019 00,2581.45
01-09-2019 01,2424.15
01-09-2019 02,2281.81
01-09-2019 03,2167.76
01-09-2019 04,2099.42
01-09-2019 05,2030.00
01-09-2019 06,2082.43
01-09-2019 07,2085.52
01-09-2019 08,2147.10
01-09-2019 09,2289.02
01-09-2019 10,2384.12
01-09-2019 11,2454.81
01-09-2019 12,2516.72
01-09-2019 13,2612.18
01-09-2019 14,2710.36
01-09-2019 15,2782.17
01-09-2019 16,2835.00
01-09-2019 17,2895.09
01-09-2019 18,2847.07
01-09-2019 19,2775.82
01-09-2019 20,2950.00
01-09-2019 21,2859.88
01-09-2019 22,2751.79
01-09-2019 23,2705.08
01-09-2019 00,2613.73
02-09-2019 01,2462.77
02-09-2019 02,2313.76
02-09-2019 03,2220.03
02-09-2019 04,2141.46
02-09-2019 05,2143.65
02-09-2019 06,2142.25
02-09-2019 07,2070.00
02-09-2019 08,2178.00
02-09-2019 09,2300.14
02-09-2019 10,2370.39
02-09-2019 11,2412.28
02-09-2019 12,2448.09
02-09-2019 13,2556.10
02-09-2019 14,2626.36
02-09-2019 15,2760.00
02-09-2019 16,2739.31
02-09-2019 17,2771.80
02-09-2019 18,2772.52
02-09-2019 19,2691.01
02-09-2019 20,2810.00
02-09-2019 21,2759.56
02-09-2019 22,2665.60
02-09-2019 23,2595.96
02-09-2019 00,2455.58
03-09-2019 01,2344.29
03-09-2019 02,2221.68
03-09-2019 03,2105.14
03-09-2019 04,2053.92
03-09-2019 05,1990.00
03-09-2019 06,2044.03
03-09-2019 07,2040.69
03-09-2019 08,2105.85
03-09-2019 09,2236.32
03-09-2019 10,2294.08
03-09-2019 11,2327.50
03-09-2019 12,2380.32
03-09-2019 13,2456.81
03-09-2019 14,2553.85
03-09-2019 15,2626.20
03-09-2019 16,2650.00
03-09-2019 17,2652.93
03-09-2019 18,2645.93
03-09-2019 19,2608.73
03-09-2019 20,2800.00
03-09-2019 21,2735.74
03-09-2019 22,2637.40
03-09-2019 23,2580.45
03-09-2019 00,2455.15
04-09-2019 01,2345.51
04-09-2019 02,2199.70
04-09-2019 03,2088.75
04-09-2019 04,2024.02
04-09-2019 05,1955.00
04-09-2019 06,2005.76
04-09-2019 07,2008.94
04-09-2019 08,2081.12
04-09-2019 09,2218.48
04-09-2019 10,2252.31
04-09-2019 11,2277.92
04-09-2019 12,2320.08
04-09-2019 13,2374.93
04-09-2019 14,2444.85
04-09-2019 15,2520.88
04-09-2019 16,2580.00
04-09-2019 17,2594.75
04-09-2019 18,2598.85
04-09-2019 19,2549.70
04-09-2019 20,2730.00
04-09-2019 21,2662.69
04-09-2019 22,2569.63
04-09-2019 23,2502.04
04-09-2019 00,2402.35
05-09-2019 01,2231.84
05-09-2019 02,2115.10
05-09-2019 03,2026.56
05-09-2019 04,1957.24
05-09-2019 05,1920.00
05-09-2019 06,1973.05
05-09-2019 07,1970.71
05-09-2019 08,2039.26
05-09-2019 09,2152.89
05-09-2019 10,2214.27
05-09-2019 11,2259.22
05-09-2019 12,2310.09
05-09-2019 13,2356.59
05-09-2019 14,2404.71
05-09-2019 15,2465.22
05-09-2019 16,2495.00
05-09-2019 17,2493.57
05-09-2019 18,2492.54
05-09-2019 19,2471.43
